11426;DELGADO,RUFUS;NULL;RUFUS DELGADO;;NULL
11427;DELILAH;NULL;DELILAH;;NULL
11428;DELPHI;NULL;DELPHI;;NULL
11429;DELPHI II;NULL;DELPHI II;;NULL
11430;DELPHIS,SIR;NULL;SIR DELPHIS;;NULL
11431;DELPHOS;NULL;DELPHOS;;NULL
11432;DELUGE;NULL;DELUGE;;NULL
11433;DELUGE II;NULL;DELUGE II;;NULL
11434;DEMEITYR;NULL;DEMEITYR;;NULL
11435;DEMI-GOD;NULL;DEMI-GOD;;NULL
11436;DEMITRIUS;NULL;DEMITRIUS;;NULL
11437;DEMOGOBLIN;NULL;DEMOGOBLIN;;DEMOGOBLIN
11438;DEMOLITION MAN DOPPE;DEMOLITION MAN DOPPE;NULL;;NULL
11439;DEMOLITION MAN/DENNI;DEMOLITION MAN;DENNI;;NULL
11440;DEMON BEAR;DEMON BEAR;NULL;;NULL
11441;DEMONICUS/DR. DOUGLA;DEMONICUS;DR. DOUGLA;;NULL
11442;DEMONSTAFF;NULL;DEMONSTAFF;;NULL
11443;DENAK;NULL;DENAK;;NULL
11444;DENNAGER,MICHAEL;NULL;MICHAEL DENNAGER;;NULL
11445;DENNEHY,ROBERT;NULL;ROBERT DENNEHY;;NULL
11446;DENNIS,MARTY;NULL;MARTY DENNIS;;NULL
11447;DEPALMA,MR.;NULL;MR. DEPALMA;;NULL
11448;DEPAUL,SHIELD SPECI;NULL;SHIELD SPECI DEPAUL;;NULL
11449;DESADIA;NULL;DESADIA;;NULL
11450;DESAK/DESAK STERIXIA;DESAK;DESAK STERIXIA;;NULL
11451;DESIGNATE/TARENE;DESIGNATE;TARENE;;NULL
11452;DESOLATION/;DESOLATION;;;NULL
11453;DESTINE,ADAM;DESOLATION;ADAM DESTINE;;ADAM DESTINE
11454;DESTINE,NEWTON;DESOLATION;NEWTON DESTINE;;NEWTON DESTINE
11455;DESTINY II/IRENE ADL;DESTINY II;IRENE ADL;;NULL
11456;DESTINY/PAUL DESTINE;DESTINY;PAUL DESTINE;;DESTINY
11457;DESTRAK;NULL;DESTRAK;;NULL
11458;DESTROYER III;NULL;DESTROYER III;;NULL
11459;DESTRUCTOR/PROFESSOR;DESTRUCTOR;PROFESSOR;;NULL
11460;DETHSTRYK;NULL;DETHSTRYK;;NULL
11461;DEUCE;NULL;DEUCE;;NULL
11462;DEUTSCH,GEN.;NULL;GEN. DEUTSCH;;NULL
11463;DEVASTATOR II/GREGOR;DEVASTATOR II;GREGOR;;NULL
11464;DEVASTATOR/KIROV PET;DEVASTATOR;KIROV PET;;NULL
11465;DEVERAUX,INSPECTOR ;DEVASTATOR;INSPECTOR  DEVERAUX;;NULL
11466;DEVEREAUX,IRIS;DEVASTATOR;IRIS DEVEREAUX;;NULL
11467;DEVEREAUX,MICHELLE;DEVASTATOR;MICHELLE DEVEREAUX;;NULL
11468;DEVIL DINOSAUR;NULL;DEVIL DINOSAUR;;NULL
11469;DEVIL DINOSAUR | MUT;NULL;DEVIL DINOSAUR | MUT;;NULL
11470;DEVIL-SLAYER/ERIC SI;DEVIL-SLAYER;ERIC SI;;NULL
11471;DEVILLE,ARCADIA;DEVIL-SLAYER;ARCADIA DEVILLE;;NULL
11472;DEVILLE,JENNIFER CR;DEVIL-SLAYER;JENNIFER CR DEVILLE;;NULL
11473;DEVINE,ANTON;DEVIL-SLAYER;ANTON DEVINE;;NULL
11474;DEVLOR;NULL;DEVLOR;;NULL
11475;DEVOOR,ALBERT;NULL;ALBERT DEVOOR;;NULL
11476;DEVOS THE DEVESTATOR;NULL;DEVOS THE DEVESTATOR;;NULL
11477;DEVOURER;NULL;DEVOURER;;NULL
11478;DEWITT,KEARSON;NULL;KEARSON DEWITT;;NULL
11479;DEWITT,LUCIUS;NULL;LUCIUS DEWITT;;NULL
11480;DEWOLFF,JEAN;NULL;JEAN DEWOLFF;;NULL
11481;DEWOLFF,MEREDITH;NULL;MEREDITH DEWOLFF;;NULL
11482;DEX;NULL;DEX;;NULL
11483;DEXAM;NULL;DEXAM;;NULL
11484;DEZOAN,JOHN;NULL;JOHN DEZOAN;;NULL
11485;DHEREK;NULL;DHEREK;;NULL
11486;DIABLO/ESTEBAN DE AB;DIABLO;ESTEBAN DE AB;;DIABLO
11487;DIAMOND HEAD;NULL;DIAMOND HEAD;;NULL
11488;DIAMOND LIL/LILLIAN ;DIAMOND LIL;LILLIAN ;;NULL
11489;DIAMOND,BOB;DIAMOND LIL;BOB DIAMOND;;NULL
11490;DIAMOND,CHUCKY;DIAMOND LIL;CHUCKY DIAMOND;;NULL
11491;DIAMOND,KATHY;DIAMOND LIL;KATHY DIAMOND;;NULL
11492;DIAMONDBACK;NULL;DIAMONDBACK;;NULL
11493;DIAMONDBACK II/RACHE;DIAMONDBACK II;RACHE;;NULL
11494;DIAMONDE,YVETTE;DIAMONDBACK II;YVETTE DIAMONDE;;NULL
11495;DIAMONDHEAD/DYKER;DIAMONDHEAD;DYKER;;NULL
11496;DIBBS,LIONEL;DIAMONDHEAD;LIONEL DIBBS;;NULL
11497;DIBDEB;NULL;DIBDEB;;NULL
11498;DICE/ROB FORTUNE;DICE;ROB FORTUNE;;NULL
11499;DICHINSON,RICKY;DICE;RICKY DICHINSON;;NULL
11500;DIE'ODE/;DIE'ODE;;;NULL
11501;DIEGO,MANUEL;DIE'ODE;MANUEL DIEGO;;NULL
11502;DIETZ,SUSAN;DIE'ODE;SUSAN DIETZ;;NULL
11503;DIGGER;NULL;DIGGER;;NULL
11504;DIGGER II/;DIGGER II;;;NULL
11505;DILLON,ANITA;DIGGER II;ANITA DILLON;;NULL
11506;DILLON,BERNIE;DIGGER II;BERNIE DILLON;;NULL
11507;DILLON,JONATHAN;DIGGER II;JONATHAN DILLON;;NULL
11508;DINAH-SOAR;NULL;DINAH-SOAR;;NULL
11509;DINU;NULL;DINU;;NULL
11510;DIONYSUS [GREEK GOD];DIONYSUS [GREEK GOD];NULL;;NULL
11511;DIPALMA,JOHNNY;DIONYSUS [GREEK GOD];JOHNNY DIPALMA;;NULL
11512;DIRECTOR X;NULL;DIRECTOR X;;NULL
11513;DIRGE/;DIRGE;;;NULL
11514;DIRKSON,GUS;DIRGE;GUS DIRKSON;;NULL
11515;DIRT NAP;NULL;DIRT NAP;;NULL
11516;DIRTY WOLFF;NULL;DIRTY WOLFF;;NULL
11517;DISCUS;NULL;DISCUS;;NULL
11518;DISPROSIUM;NULL;DISPROSIUM;;NULL
11519;DISTORTER;NULL;DISTORTER;;NULL
11520;DIVINITY;NULL;DIVINITY;;NULL
11521;DIXON,GENERAL;NULL;GENERAL DIXON;;NULL
11522;DIZZIE;NULL;DIZZIE;;NULL
11523;DMITRI;NULL;DMITRI;;NULL
11524;DOC;NULL;DOC;;NULL
11525;DOC SAMSON | MUTANT ;DOC SAMSON | MUTANT ;NULL;;NULL
11526;DOC SAMSON/DR. LEONA;DOC SAMSON;DR. LEONA;;DOC SAMSON
11527;DOCKERY,RUPERT;DOC SAMSON;RUPERT DOCKERY;;DOC SAMSON
11528;DOCTOR DREDD;NULL;DOCTOR DREDD;;NULL
11529;DOCTOR MANDIBUS;NULL;DOCTOR MANDIBUS;;NULL
11530;DOCTOR,DR. JOSHUA;NULL;DR. JOSHUA DOCTOR;;NULL
11531;DOGGEREL;NULL;DOGGEREL;;NULL
11532;DOLAN,CAPT. THOMAS;NULL;CAPT. THOMAS DOLAN;;NULL
11533;DOLAN,STACY;NULL;STACY DOLAN;;NULL
11534;DOLLAR BILL;NULL;DOLLAR BILL;;NULL
11535;DOLMAN;NULL;DOLMAN;;NULL
11536;DOMANI,DINO;NULL;DINO DOMANI;;NULL
11537;DOMINA;NULL;DOMINA;;NULL
11538;DOMINEX;NULL;DOMINEX;;NULL
11539;DOMINO;NULL;DOMINO;;DOMINO
11540;DOMINO II;NULL;DOMINO II;;NULL
11541;DOMINO III/BEATRICE/;DOMINO III;BEATRICE/;;NULL
11542;DOMINUS;NULL;DOMINUS;;NULL
11543;DOMINUS II;NULL;DOMINUS II;;NULL
11544;DOMO;NULL;DOMO;;NULL
11545;DON,GAI NO;NULL;GAI NO DON;;NULL
11546;DONALDSON,LINDA;NULL;LINDA DONALDSON;;NULL
11547;DONAR;NULL;DONAR;;NULL
11548;DONLEAVY,HANNAH;NULL;HANNAH DONLEAVY;;NULL
11549;DONNELY,VICTORIA TO;NULL;VICTORIA TO DONNELY;;NULL
11550;DONOHUE,TREVOR;NULL;TREVOR DONOHUE;;NULL
11551;DONYELL;NULL;DONYELL;;NULL
11552;DOOM,DR. BOB;NULL;DR. BOB DOOM;;NULL
11553;DOOMSDAY MAN;NULL;DOOMSDAY MAN;;DOOMSDAY MAN
11554;DOOMSDAY MAN II;NULL;DOOMSDAY MAN II;;NULL
11555;DOOP;NULL;DOOP;;DOOP
11556;DOORMAN;NULL;DOORMAN;;DOORMAN
11557;DOPPELGANGER;NULL;DOPPELGANGER;;NULL
11558;DORCAS,LEMUEL DR.;NULL;LEMUEL DR. DORCAS;;NULL
11559;DORMA II [ATLANTEAN];NULL;DORMA II [ATLANTEAN];;NULL
11560;DORMA [ATLANTEAN];NULL;DORMA [ATLANTEAN];;NULL
11561;DORMAMMU;NULL;DORMAMMU;;DORMAMMU
11562;DORNOVA-BLONSKY,NAD;NULL;NAD DORNOVA-BLONSKY;;NULL
11563;DORREK II;NULL;DORREK II;;NULL
11564;DORREK [SKRULL];NULL;DORREK [SKRULL];;NULL
11565;DOUGHBOY;NULL;DOUGHBOY;;NULL
11566;DOUGLOCK 2013;NULL;DOUGLOCK 2013;;NULL
11567;DOVER,DONNA-LEE;NULL;DONNA-LEE DOVER;;NULL
11568;DOVINIA;NULL;DOVINIA;;NULL
11569;DR. ANGST/FLOYD MANG;DR. ANGST;FLOYD MANG;;NULL
11570;DR. BONG;NULL;DR. BONG;;NULL
11571;DR. DECIBEL/ANTON DE;DR. DECIBEL;ANTON DE;;NULL
11572;DR. DOOM CLONE/VICTO;DR. DOOM CLONE;VICTO;;NULL
11573;DR. DOOM DOPPELGANGE;DR. DOOM DOPPELGANGE;NULL;;NULL
11574;DR. DOOM | MUTANT X-;DR. DOOM | MUTANT X-;NULL;;NULL
11575;DR. DOOM | TIMESLIDE;DR. DOOM | TIMESLIDE;NULL;;NULL
11576;DR. DOOM/VICTOR VON ;DR. DOOM;VICTOR VON ;;NULL
11577;DR. DRUID/ANTHONY LU;DR. DRUID;ANTHONY LU;;NULL
11578;DR. FAUSTUS;NULL;DR. FAUSTUS;;NULL
11579;DR. GOODWRENCH;NULL;DR. GOODWRENCH;;NULL
11580;DR. HYDRO;NULL;DR. HYDRO;;NULL
11581;DR. MIDAS/;DR. MIDAS;;;NULL
11582;DR. MIME;NULL;DR. MIME;;NULL
11583;DR. NEMESIS/DR. STOC;DR. NEMESIS;DR. STOC;;NULL
11584;DR. OCTOPUS II/CAROL;DR. OCTOPUS II;CAROL;;NULL
11585;DR. OCTOPUS | MUTANT;DR. OCTOPUS | MUTANT;NULL;;NULL
11586;DR. OCTOPUS/OTTO OCT;DR. OCTOPUS;OTTO OCT;;NULL
11587;DR. PHOBOS;NULL;DR. PHOBOS;;NULL
11588;DR. POWER/DR. MAXIMU;DR. POWER;DR. MAXIMU;;NULL
11589;DR. SPECTRUM II/DR. ;DR. SPECTRUM II;DR. ;;NULL
11590;DR. SPECTRUM III/REV;DR. SPECTRUM III;REV;;NULL
11591;DR. SPECTRUM/JOSEPH ;DR. SPECTRUM;JOSEPH ;;NULL
11592;DR. STRANGE DOPPELGA;DR. STRANGE DOPPELGA;NULL;;NULL
11593;DR. STRANGE | MUTANT;DR. STRANGE | MUTANT;NULL;;NULL
11594;DR. STRANGE/STEPHEN ;DR. STRANGE;STEPHEN ;;NULL
11595;DR. STRANGER YET;DR. STRANGER YET;NULL;;NULL
11596;DR. SUN;NULL;DR. SUN;;NULL
11597;DR. SYNNE;NULL;DR. SYNNE;;NULL
11598;DR. VAULT;NULL;DR. VAULT;;NULL
11599;DR. VOLKH/VLADIMIR O;DR. VOLKH;VLADIMIR O;;NULL
11600;DR. ZEUS;NULL;DR. ZEUS;;NULL
11601;DRACCHISS;NULL;DRACCHISS;;NULL
11602;DRACULA | MUTANT X-V;DRACULA | MUTANT X-V;NULL;;NULL
11603;DRACULA/VLAD TEPES;DRACULA;VLAD TEPES;;DRACULA
11604;DRAGO,VALERIE;DRACULA;VALERIE DRAGO;;DRACULA
11605;DRAGON MAN;NULL;DRAGON MAN;;DRAGON MAN
11606;DRAGON OF THE MOON;NULL;DRAGON OF THE MOON;;NULL
11607;DRAGONA;NULL;DRAGONA;;NULL
11608;DRAGONBLOOD,ULYSSES;NULL;ULYSSES DRAGONBLOOD;;NULL
11609;DRAGONESS;NULL;DRAGONESS;;NULL
11610;DRAGONFIST;DRAGONFIST;NULL;;NULL
11611;DRAGONFLY II/MEIKO Y;DRAGONFLY II;MEIKO Y;;NULL
11612;DRAGONFLY/VERONICA D;DRAGONFLY;VERONICA D;;NULL
11613;DRAGONHEAD;NULL;DRAGONHEAD;;NULL
11614;DRAGONMEGAS,JESSIE;NULL;JESSIE DRAGONMEGAS;;NULL
11615;DRAGONUS;NULL;DRAGONUS;;NULL
11616;DRAGONWING/;DRAGONWING;;;NULL
11617;DRAKE,CARLTON;DRAGONWING;CARLTON DRAKE;;NULL
11618;DRAKE,FRANKLIN;DRAGONWING;FRANKLIN DRAKE;;NULL
11619;DRAKE,MADELINE BEAT;DRAGONWING;MADELINE BEAT DRAKE;;NULL
11620;DRAKE,MALCOLM;DRAGONWING;MALCOLM DRAKE;;NULL
11621;DRAKE,WILLIAM ROBER;DRAGONWING;WILLIAM ROBER DRAKE;;NULL
11622;DRAN,DAMON;DRAGONWING;DAMON DRAN;;NULL
11623;DRAX DOPPELGANGER;DRAX DOPPELGANGER;NULL;;NULL
11624;DRAX | MUTANT X-VERS;DRAX | MUTANT X-VERS;NULL;;NULL
11625;DRAX/ARTHUR DOUGLAS;DRAX;ARTHUR DOUGLAS;;DRAX
11626;DREADFACE;DREADFACE;NULL;;NULL
11627;DREADKNIGHT/BRAM VEL;DREADKNIGHT;BRAM VEL;;NULL
11628;DREADNAUGHT;NULL;DREADNAUGHT;;NULL
11629;DREAM QUEEN;NULL;DREAM QUEEN;;NULL
11630;DREAMGUARD/DEPUTY WI;DREAMGUARD;DEPUTY WI;;NULL
11631;DREAMING CELESTIAL/T;DREAMING CELESTIAL;T;;DREAMING CELESTIAL
11632;DREYFUSS,RACHEL;DREAMING CELESTIAL;RACHEL DREYFUSS;;DREAMING CELESTIAL
11633;DRISCOLL,MAYOR;DREAMING CELESTIAL;MAYOR DRISCOLL;;DREAMING CELESTIAL
11634;DROMEDAN;NULL;DROMEDAN;;NULL
11635;DRUID/DREDMUND CROMW;DRUID;DREDMUND CROMW;;NULL
11636;DRUIG;NULL;DRUIG;;DRUIG
11637;DRUMM,COLLETTE;NULL;COLLETTE DRUMM;;NULL
11638;DRUMM,JERICHO;NULL;JERICHO DRUMM;;NULL
11639;DRY;NULL;DRY;;NULL
11640;DUBOIS,DR. CLAUDIA;NULL;DR. CLAUDIA DUBOIS;;NULL
11641;DUBOIS,HERVE;NULL;HERVE DUBOIS;;NULL
11642;DUBOIS,NOAH;NULL;NOAH DUBOIS;;NULL
11643;DUCHARME;NULL;DUCHARME;;NULL
11644;DUCRESTE,ABRIAN;NULL;ABRIAN DUCRESTE;;NULL
11645;DUFFY,SGT. MIKE;NULL;SGT. MIKE DUFFY;;NULL
11646;DUGAN,DUM DUM | MUT;NULL;DUM DUM | MUT DUGAN;;NULL
11647;DUGAN,TIMOTHY ALOYI;NULL;TIMOTHY ALOYI DUGAN;;NULL
11648;DULB;NULL;DULB;;NULL
11649;DULTRY,MARGARET;NULL;MARGARET DULTRY;;NULL
11650;DUNCAN,FRED;NULL;FRED DUNCAN;;NULL
11651;DUNER,MAJOR;NULL;MAJOR DUNER;;NULL
11652;DUNHAM,LAURA;NULL;LAURA DUNHAM;;NULL
11653;DUNLEAVY,GEN. ARLEN;NULL;GEN. ARLEN DUNLEAVY;;NULL
11654;DURAN,CONAL;NULL;CONAL DURAN;;NULL
11655;DUSK;NULL;DUSK;;NULL
11656;DUSK III;NULL;DUSK III;;NULL
11657;DUVALL,SNAKY;NULL;SNAKY DUVALL;;NULL
11658;DWELLER IN DARKNESS;NULL;DWELLER IN DARKNESS;;NULL
11659;DWORMAN,JIM;NULL;JIM DWORMAN;;NULL
11660;DWYER,MARISSA;NULL;MARISSA DWYER;;NULL
11661;DYNA-MITE/ROGER AUBR;DYNA-MITE;ROGER AUBR;;NULL
11662;EARLE,CARYN;DYNA-MITE;CARYN EARLE;;NULL
11663;EARTH-LORD/KYLE BROC;EARTH-LORD;KYLE BROC;;NULL
11664;EARTHQUAKE;NULL;EARTHQUAKE;;EARTHQUAKE
11665;EBONY;NULL;EBONY;;NULL
11666;ECCE [WATCHER];NULL;ECCE [WATCHER];;NULL
11667;ECHO/MAYA LOPEZ;ECHO;MAYA LOPEZ;;ECHO
11668;ECLECTA/;ECLECTA;;;NULL
11669;ECLIPTIC;NULL;ECLIPTIC;;NULL
11670;ECSTACY/MME. RENE DE;ECSTACY;MME. RENE DE;;NULL
11671;EDDA;NULL;EDDA;;NULL
11672;EDGERTON,GAYLE;NULL;GAYLE EDGERTON;;NULL
11673;EDGERTON,MR.;NULL;MR. EDGERTON;;NULL
11674;EDITOR;NULL;EDITOR;;NULL
11675;EDWARDS,MARTIN/DR. ;EDWARDS,MARTIN;MARTIN/DR.  EDWARDS;;NULL
11676;EEL II/EDWARD LAVELL;EEL II;EDWARD LAVELL;;NULL
11677;EEL III;EEL III;NULL;;NULL
11678;EEL/LEOPOLD STRYKE;EEL;LEOPOLD STRYKE;;NULL
11679;EELAK;EELAK;NULL;;NULL
11680;EENY;NULL;EENY;;NULL
11681;EFFIGY/LT. VELMAX/JA;EFFIGY;LT. VELMAX/JA;;NULL
11682;EGGHEAD/PROF. ELIHAS;EGGHEAD;PROF. ELIHAS;;NULL
11683;EGMA;NULL;EGMA;;NULL
11684;EGO;NULL;EGO;;EGO
11685;EGO-PRIME;NULL;EGO-PRIME;;NULL
11686;EHMAN,HEIDI;NULL;HEIDI EHMAN;;NULL
11687;EIGHTBALL;NULL;EIGHTBALL;;NULL
11688;EILIF DRAGONSLAYER;EILIF DRAGONSLAYER;NULL;;NULL
11689;EISMAN,BETTY;EILIF DRAGONSLAYER;BETTY EISMAN;;NULL
11690;EITRI;NULL;EITRI;;NULL
11691;EJULP;NULL;EJULP;;NULL
11692;EKAK;NULL;EKAK;;NULL
11693;EL AGUILA;NULL;EL AGUILA;;NULL
11694;EL CONQUISTADOR;NULL;EL CONQUISTADOR;;NULL
11695;EL GIBAR,ACHMED;NULL;ACHMED EL GIBAR;;NULL
11696;EL JAGUAR;NULL;EL JAGUAR;;NULL
11697;EL TIGRE;NULL;EL TIGRE;;NULL
11698;EL TORO NEGRO/SERGIO;EL TORO NEGRO;SERGIO;;NULL
11699;EL TORO ROJO;EL TORO ROJO;NULL;;NULL
11700;EL UNO;NULL;EL UNO;;NULL
11701;EL VAMPIRO;NULL;EL VAMPIRO;;NULL
11702;ELAMRON;NULL;ELAMRON;;NULL
11703;ELATHAN;NULL;ELATHAN;;NULL
11704;ELEC'TRIX/;ELEC'TRIX;;;NULL
11705;ELECTRA;NULL;ELECTRA;;NULL
11706;ELECTRO/MAX DILLON;ELECTRO;MAX DILLON;;ELECTRO
11707;ELECTRON;ELECTRON;NULL;;NULL
11708;ELECTRYON;NULL;ELECTRYON;;NULL
11709;ELEJEA;NULL;ELEJEA;;NULL
11710;ELEKTRA | MUTANT X-V;ELEKTRA | MUTANT X-V;NULL;;NULL
11711;ELEKTRA/ELEKTRA NATC;ELEKTRA;ELEKTRA NATC;;ELEKTRA
11712;ELITE/;ELITE;;;ELITE
11713;ELLENTHORPE,MARIAH;ELITE;MARIAH ELLENTHORPE;;ELITE
11714;ELLINGTON,DR./TRAVI;ELLINGTON,DR.;DR./TRAVI ELLINGTON;;NULL
11715;ELLIS,KEN;ELLINGTON,DR.;KEN ELLIS;;KEN ELLIS
11716;ELO;NULL;ELO;;NULL
11717;ELSIE DEE;NULL;ELSIE DEE;;NULL
11718;ELWOOD;NULL;ELWOOD;;NULL
11719;ELYSIA;NULL;ELYSIA;;NULL
11720;ELYSIUS;NULL;ELYSIUS;;NULL
11721;EMBER;NULL;EMBER;;NULL
11722;EMPATH/MANUEL ALFONS;EMPATH;MANUEL ALFONS;;EMPATH
11723;EMPLATE/MARIUS ST. C;EMPLATE;MARIUS ST. C;;EMPLATE
11724;EMPRESS R'KILL [SKRU;NULL;EMPRESS R'KILL [SKRU;;NULL
11725;EMPRESS S'BYLL [SKRU;NULL;EMPRESS S'BYLL [SKRU;;NULL
11726;ENCHANTER;NULL;ENCHANTER;;NULL
11727;ENCHANTRESS/AMORA/HE;ENCHANTRESS;AMORA/HE;;NULL
11728;ENDO,DR. SUZI;ENCHANTRESS;DR. SUZI ENDO;;NULL
11729;ENFORCER/DELAZNY;ENFORCER;DELAZNY;;NULL
11730;ENGLEHART,STEVE;ENFORCER;STEVE ENGLEHART;;NULL
11731;ENRAGED;ENRAGED;NULL;;NULL
11732;ENRAKT;NULL;ENRAKT;;NULL
11733;ENT;NULL;ENT;;NULL
11734;ENTITY;NULL;ENTITY;;NULL
11735;ENTITY II;NULL;ENTITY II;;NULL
11736;EON;NULL;EON;;NULL
11737;EPHESUS;NULL;EPHESUS;;NULL
11738;EPOCH;NULL;EPOCH;;EPOCH
11739;EPSTEIN,MORRIS;NULL;MORRIS EPSTEIN;;NULL
11740;EPSTEIN,MRS.;NULL;MRS. EPSTEIN;;NULL
11741;EPSTEIN,PROF. NORA;NULL;PROF. NORA EPSTEIN;;NULL
11742;EPURER,GISCARD;NULL;GISCARD EPURER;;NULL
11743;EQUILIBRIUS;NULL;EQUILIBRIUS;;NULL
11744;EQUINOX/TERRY SORENS;EQUINOX;TERRY SORENS;;NULL
11745;ERBIUM;NULL;ERBIUM;;NULL
11746;ERG;NULL;ERG;;NULL
11747;ERIC THE RED II;NULL;ERIC THE RED II;;NULL
11748;ERIC THE RED [SHI'AR;NULL;ERIC THE RED [SHI'AR;;NULL
11749;ERISHKIGEL;NULL;ERISHKIGEL;;NULL
11750;ERISHKIGEL II/HOLLY ;ERISHKIGEL II;HOLLY ;;NULL
11751;EROS;NULL;EROS;;NULL
11752;ERWIN,CLYTEMNESTRA;NULL;CLYTEMNESTRA ERWIN;;NULL
11753;ERWIN,MORLEY;NULL;MORLEY ERWIN;;NULL
11754;ESON II;NULL;ESON II;;NULL
11755;ESON [CELESTIAL];NULL;ESON [CELESTIAL];;NULL
11756;ESSEX;NULL;ESSEX;;NULL
11757;ESSEX,REBECCA;NULL;REBECCA ESSEX;;NULL
11758;ESTAVES,DR. ROSA;NULL;DR. ROSA ESTAVES;;NULL
11759;ESTAVES,MARIE;NULL;MARIE ESTAVES;;NULL
11760;ETERNAL BRAIN/PROFES;ETERNAL BRAIN;PROFES;;NULL
11761;ETERNITY/ADAM QADMON;ETERNITY;ADAM QADMON;;ETERNITY
11762;ETUBAN;NULL;ETUBAN;;NULL
11763;ETZION,GENERAL;NULL;GENERAL ETZION;;NULL
11764;EUROPIUM;NULL;EUROPIUM;;NULL
11765;EVANS,DORIS;NULL;DORIS EVANS;;NULL
11766;EVE 3,031;NULL;031 EVE 3;;NULL
11767;EVER;NULL;EVER;;NULL
11768;EVERETT,BILL;NULL;BILL EVERETT;;NULL
11769;EVERWRAITH/;EVERWRAITH;;;NULL
11770;EVERY-MAN;NULL;EVERY-MAN;;NULL
11771;EVILHAWK/DARGIN BOKK;EVILHAWK;DARGIN BOKK;;NULL
11772;EXALT;NULL;EXALT;;NULL
11773;EXALTED ONE;NULL;EXALTED ONE;;NULL
11774;EXECUTIONER;EXECUTIONER;NULL;;NULL
11775;EXECUTIONER II/SKURG;EXECUTIONER II;SKURG;;NULL
11776;EXECUTIONER III/BRUT;EXECUTIONER III;BRUT;;NULL
11777;EXECUTIONER IV;EXECUTIONER IV;NULL;;NULL
11778;EXECUTIONER V;EXECUTIONER V;NULL;;NULL
11779;EXETER,LT.;EXECUTIONER V;LT. EXETER;;NULL
11780;EXILE;NULL;EXILE;;NULL
11781;EXITAR;NULL;EXITAR;;NULL
11782;EXODUS/BENNET DUPARI;EXODUS;BENNET DUPARI;;EXODUS
11783;EXPEDITER II/ZOE CUL;EXPEDITER II;ZOE CUL;;NULL
11784;EXPEDITER/JOHN WRAIT;EXPEDITER;JOHN WRAIT;;EXPEDITER
11785;EZEKEEL;EZEKEEL;NULL;;NULL
11786;FACADE;NULL;FACADE;;NULL
11787;FACE/COL. EISEN;FACE;COL. EISEN;;NULL
11788;FAGIN;NULL;FAGIN;;NULL
11789;FAHE;NULL;FAHE;;NULL
11790;FAIRMONT,AMANDA MAN;NULL;AMANDA MAN FAIRMONT;;NULL
11791;FAIRMONT,HANNAH;NULL;HANNAH FAIRMONT;;NULL
11792;FAITH;NULL;FAITH;;NULL
11793;FALCON/SAM WILSON;FALCON;SAM WILSON;;FALCON
11794;FALCONA [INHUMAN];FALCONA [INHUMAN];NULL;;NULL
11795;FALCONER,CALVIN;FALCONA [INHUMAN];CALVIN FALCONER;;NULL
11796;FALK,DR. JENNIE;FALCONA [INHUMAN];DR. JENNIE FALK;;NULL
11797;FALLEN | MUTANT X-VE;NULL;FALLEN | MUTANT X-VE;;NULL
11798;FALLON,HOWARD;NULL;HOWARD FALLON;;NULL
11799;FALLON,MEG;NULL;MEG FALLON;;NULL
11800;FALLON,RIGBY;NULL;RIGBY FALLON;;NULL
11801;FALSWORTH,KENNETH;NULL;KENNETH FALSWORTH;;NULL
11802;FALZON;NULL;FALZON;;NULL
11803;FAMINE | MUTANT X-VE;FAMINE | MUTANT X-VE;NULL;;NULL
11804;FAMINE/AUTUMN ROLFSO;FAMINE;AUTUMN ROLFSO;;FAMINE
11805;FANCY DAN;NULL;FANCY DAN;;NULL
11806;FANDRAL [ASGARDIAN];NULL;FANDRAL [ASGARDIAN];;NULL
11807;FANDRAL | MUTANT X-V;NULL;FANDRAL | MUTANT X-V;;NULL
11808;FANG;NULL;FANG;;NULL
11809;FANG II;NULL;FANG II;;NULL
11810;FANG III;NULL;FANG III;;NULL
11811;FANTASIA;NULL;FANTASIA;;NULL
11812;FANTASMA;NULL;FANTASMA;;NULL
11813;FARAHD;NULL;FARAHD;;NULL
11814;FARGO,FLAGG;NULL;FLAGG FARGO;;NULL
11815;FAROUK;NULL;FAROUK;;NULL
11816;FARREL,MIKE;NULL;MIKE FARREL;;NULL
11817;FATALE/PAMELA GREENW;FATALE;PAMELA GREENW;;NULL
11818;FATE,IAN;FATALE;IAN FATE;;NULL
11819;FATH;NULL;FATH;;NULL
11820;FATHER TIME;NULL;FATHER TIME;;NULL
11821;FAVERSHAM,DAPHNE;NULL;DAPHNE FAVERSHAM;;NULL
11822;FAWKES;NULL;FAWKES;;NULL
11823;FAWN,FELICIA;NULL;FELICIA FAWN;;NULL
11824;FAYRELYTE STRONGHEAR;NULL;FAYRELYTE STRONGHEAR;;NULL
11825;FAZE;NULL;FAZE;;NULL
11826;FEAR EATER/KKALLAKKU;FEAR EATER;KKALLAKKU;;NULL
11827;FEIFFER,DEPUTY BEAU;FEAR EATER;DEPUTY BEAU FEIFFER;;NULL
11828;FELDSTADT,DR. HANS;FEAR EATER;DR. HANS FELDSTADT;;NULL
11829;FENRIS;NULL;FENRIS;;FENRIS
11830;FENSTER,RICHARD;NULL;RICHARD FENSTER;;NULL
11831;FENTON,BARNEY;NULL;BARNEY FENTON;;NULL
11832;FENWAY;NULL;FENWAY;;NULL
